a painting,0.33628
men,0.13334696
person,0.12161473
women,0.10661867
a girl,0.0810325
a boy,0.058313556
a woman,0.054549254
an instrument,0.02680034
a box,0.02084221
a piece of art,0.01941748
people,0.010791327
a man,0.008095275
girls,0.0051486343
ornaments,0.0046743583
a diagram,0.003649404
a horse,0.0034382907
machine,0.0028465912
boys,0.0023577248
a signboard,0.00018269151
