a painting,0.81684995
a piece of art,0.06724759
men,0.028917093
people,0.016650759
a man,0.012206889
boys,0.010832127
person,0.010511461
women,0.0072221686
girls,0.0071877446
a girl,0.004721604
a boy,0.0039075436
a woman,0.0033464008
a diagram,0.0024682342
ornaments,0.0016819156
a box,0.00166444
an instrument,0.0015154985
machine,0.001190148
a signboard,0.001059301
a horse,0.00081909535
